root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data,30/B23C7_4/S_333406/graphs.pt,0,23,7,30,B23C7,S_333406
D:\Sara\All_DFT_Data,120/B101C19_3/S_391404/graphs.pt,0,101,19,120,B101C19,S_391404
D:\Sara\All_DFT_Data,120/B101C19_5/S_87257/graphs.pt,0,101,19,120,B101C19,S_87257
D:\Sara\All_DFT_Data,60/B51C9_3/S_230094/graphs.pt,0,51,9,60,B51C9,S_230094
D:\Sara\All_DFT_Data,15/B12C3_5/S_304684/graphs.pt,0,12,3,15,B12C3,S_304684
D:\Sara\All_DFT_Data,60/B53C7_5/S_38910/graphs.pt,0,53,7,60,B53C7,S_38910
D:\Sara\All_DFT_Data,120/B101C19_5/S_23403/graphs.pt,0,101,19,120,B101C19,S_23403
D:\Sara\All_DFT_Data,120/B99C21_1/S_305331/graphs.pt,0,99,21,120,B99C21,S_305331
D:\Sara\All_DFT_Data,60/B47C13_4/S_332505/graphs.pt,0,47,13,60,B47C13,S_332505
D:\Sara\All_DFT_Data,15/B12C3_1/S_210773/graphs.pt,0,12,3,15,B12C3,S_210773
D:\Sara\All_DFT_Data,30/B23C7_3/S_161044/graphs.pt,0,23,7,30,B23C7,S_161044
D:\Sara\All_DFT_Data,15/B13C2_4/S_287761/graphs.pt,0,13,2,15,B13C2,S_287761
D:\Sara\All_DFT_Data,120/B99C21_5/S_238941/graphs.pt,0,99,21,120,B99C21,S_238941
D:\Sara\All_DFT_Data,120/B103C17_3/S_52491/graphs.pt,0,103,17,120,B103C17,S_52491
D:\Sara\All_DFT_Data,15/B12C3_2/S_397911/graphs.pt,0,12,3,15,B12C3,S_397911
D:\Sara\All_DFT_Data,30/B25C5_4/S_238856/graphs.pt,0,25,5,30,B25C5,S_238856
D:\Sara\All_DFT_Data,30/B25C5_1/S_67019/graphs.pt,0,25,5,30,B25C5,S_67019
D:\Sara\All_DFT_Data,30/B27C3_4/S_96701/graphs.pt,0,27,3,30,B27C3,S_96701
D:\Sara\All_DFT_Data,120/B109C11_4/S_35979/graphs.pt,0,109,11,120,B109C11,S_35979
D:\Sara\All_DFT_Data,120/B97C23_2/S_45272/graphs.pt,0,97,23,120,B97C23,S_45272
D:\Sara\All_DFT_Data,15/B12C3_5/S_330455/graphs.pt,0,12,3,15,B12C3,S_330455
D:\Sara\All_DFT_Data,60/B47C13_5/S_339002/graphs.pt,0,47,13,60,B47C13,S_339002
D:\Sara\All_DFT_Data,120/B107C13_5/S_216497/graphs.pt,0,107,13,120,B107C13,S_216497
D:\Sara\All_DFT_Data,120/B101C19_4/S_357866/graphs.pt,0,101,19,120,B101C19,S_357866
D:\Sara\All_DFT_Data,60/B49C11_3/S_2404/graphs.pt,0,49,11,60,B49C11,S_2404
D:\Sara\All_DFT_Data,15/B12C3_1/S_3799/graphs.pt,0,12,3,15,B12C3,S_3799
D:\Sara\All_DFT_Data,30/B23C7_3/S_261803/graphs.pt,0,23,7,30,B23C7,S_261803
D:\Sara\All_DFT_Data,15/B13C2_5/S_70589/graphs.pt,0,13,2,15,B13C2,S_70589
D:\Sara\All_DFT_Data\Test_Data,Test69/graphs.pt,1,111,9,120,B111C9,Test69
D:\Sara\All_DFT_Data\Test_Data,Test50/graphs.pt,1,11,4,15,B11C4,Test50
D:\Sara\All_DFT_Data,30/B27C3_4/S_199519/graphs.pt,0,27,3,30,B27C3,S_199519
D:\Sara\All_DFT_Data,120/B99C21_3/S_300605/graphs.pt,0,99,21,120,B99C21,S_300605
D:\Sara\All_DFT_Data,120/B105C15_3/S_230306/graphs.pt,0,105,15,120,B105C15,S_230306
D:\Sara\All_DFT_Data,120/B103C17_5/S_241444/graphs.pt,0,103,17,120,B103C17,S_241444
D:\Sara\All_DFT_Data,15/B14C_4/S_72686/graphs.pt,0,14,1,15,B14C1,S_72686
D:\Sara\All_DFT_Data,60/B53C7_5/S_175880/graphs.pt,0,53,7,60,B53C7,S_175880
D:\Sara\All_DFT_Data,120/B107C13_3/S_189668/graphs.pt,0,107,13,120,B107C13,S_189668
D:\Sara\All_DFT_Data,60/B47C13_2/S_62977/graphs.pt,0,47,13,60,B47C13,S_62977
D:\Sara\All_DFT_Data,15/B13C2_1/S_31144/graphs.pt,0,13,2,15,B13C2,S_31144
D:\Sara\All_DFT_Data,60/B47C13_4/S_213308/graphs.pt,0,47,13,60,B47C13,S_213308
D:\Sara\All_DFT_Data,120/B109C11_4/S_60911/graphs.pt,0,109,11,120,B109C11,S_60911
D:\Sara\All_DFT_Data,120/B113C7_2/S_396368/graphs.pt,0,113,7,120,B113C7,S_396368
D:\Sara\All_DFT_Data,60/B45C15_4/S_354470/graphs.pt,0,45,15,60,B45C15,S_354470
D:\Sara\All_DFT_Data,30/B25C5_1/S_353090/graphs.pt,0,25,5,30,B25C5,S_353090
D:\Sara\All_DFT_Data,120/B107C13_3/S_82272/graphs.pt,0,107,13,120,B107C13,S_82272
D:\Sara\All_DFT_Data,30/B23C7_4/S_350444/graphs.pt,0,23,7,30,B23C7,S_350444
D:\Sara\All_DFT_Data,30/B25C5_1/S_155845/graphs.pt,0,25,5,30,B25C5,S_155845
D:\Sara\All_DFT_Data,60/B45C15_2/S_132261/graphs.pt,0,45,15,60,B45C15,S_132261
D:\Sara\All_DFT_Data,60/B49C11_4/S_87460/graphs.pt,0,49,11,60,B49C11,S_87460
D:\Sara\All_DFT_Data,60/B45C15_1/S_48515/graphs.pt,0,45,15,60,B45C15,S_48515
D:\Sara\All_DFT_Data,30/B25C5_2/S_193028/graphs.pt,0,25,5,30,B25C5,S_193028
D:\Sara\All_DFT_Data,30/B27C3_3/S_6218/graphs.pt,0,27,3,30,B27C3,S_6218
D:\Sara\All_DFT_Data,120/B107C13_2/S_363604/graphs.pt,0,107,13,120,B107C13,S_363604
D:\Sara\All_DFT_Data,15/B14C_1/S_213564/graphs.pt,0,14,1,15,B14C1,S_213564
D:\Sara\All_DFT_Data,120/B97C23_4/S_282470/graphs.pt,0,97,23,120,B97C23,S_282470
D:\Sara\All_DFT_Data,120/B103C17_1/S_261098/graphs.pt,0,103,17,120,B103C17,S_261098
D:\Sara\All_DFT_Data,30/B25C5_1/S_212087/graphs.pt,0,25,5,30,B25C5,S_212087
D:\Sara\All_DFT_Data\Test_Data,Test2/graphs.pt,1,11,4,15,B11C4,Test2
D:\Sara\All_DFT_Data,60/B45C15_2/S_203088/graphs.pt,0,45,15,60,B45C15,S_203088
D:\Sara\All_DFT_Data,15/B11C4_2/S_160384/graphs.pt,0,11,4,15,B11C4,S_160384
D:\Sara\All_DFT_Data,60/B49C11_3/S_191189/graphs.pt,0,49,11,60,B49C11,S_191189
D:\Sara\All_DFT_Data,120/B103C17_4/S_203792/graphs.pt,0,103,17,120,B103C17,S_203792
D:\Sara\All_DFT_Data,120/B105C15_4/S_46769/graphs.pt,0,105,15,120,B105C15,S_46769
D:\Sara\All_DFT_Data,15/B13C2_1/S_285001/graphs.pt,0,13,2,15,B13C2,S_285001
D:\Sara\All_DFT_Data,120/B111C9_5/S_23658/graphs.pt,0,111,9,120,B111C9,S_23658
D:\Sara\All_DFT_Data,120/B105C15_2/S_338486/graphs.pt,0,105,15,120,B105C15,S_338486
D:\Sara\All_DFT_Data,60/B45C15_4/S_228402/graphs.pt,0,45,15,60,B45C15,S_228402
D:\Sara\All_DFT_Data,60/B49C11_1/S_276028/graphs.pt,0,49,11,60,B49C11,S_276028
D:\Sara\All_DFT_Data,120/B101C19_3/S_260875/graphs.pt,0,101,19,120,B101C19,S_260875
D:\Sara\All_DFT_Data,30/B23C7_2/S_33125/graphs.pt,0,23,7,30,B23C7,S_33125
D:\Sara\All_DFT_Data,60/B47C13_5/S_322106/graphs.pt,0,47,13,60,B47C13,S_322106
D:\Sara\All_DFT_Data,60/B47C13_5/S_217278/graphs.pt,0,47,13,60,B47C13,S_217278
D:\Sara\All_DFT_Data,60/B45C15_4/S_119976/graphs.pt,0,45,15,60,B45C15,S_119976
D:\Sara\All_DFT_Data,15/B13C2_1/S_267199/graphs.pt,0,13,2,15,B13C2,S_267199
D:\Sara\All_DFT_Data,120/B109C11_4/S_2148/graphs.pt,0,109,11,120,B109C11,S_2148
D:\Sara\All_DFT_Data,30/B23C7_2/S_208758/graphs.pt,0,23,7,30,B23C7,S_208758
D:\Sara\All_DFT_Data,30/B23C7_4/S_52922/graphs.pt,0,23,7,30,B23C7,S_52922
D:\Sara\All_DFT_Data,120/B107C13_3/S_133223/graphs.pt,0,107,13,120,B107C13,S_133223
D:\Sara\All_DFT_Data\Test_Data,Test7/graphs.pt,1,25,5,30,B25C5,Test7
D:\Sara\All_DFT_Data,60/B45C15_1/S_294890/graphs.pt,0,45,15,60,B45C15,S_294890
D:\Sara\All_DFT_Data,60/B49C11_1/S_32710/graphs.pt,0,49,11,60,B49C11,S_32710
D:\Sara\All_DFT_Data,120/B105C15_4/S_223558/graphs.pt,0,105,15,120,B105C15,S_223558
D:\Sara\All_DFT_Data,120/B111C9_2/S_254924/graphs.pt,0,111,9,120,B111C9,S_254924
D:\Sara\All_DFT_Data,120/B101C19_1/S_222785/graphs.pt,0,101,19,120,B101C19,S_222785
D:\Sara\All_DFT_Data,60/B55C5_3/S_36592/graphs.pt,0,55,5,60,B55C5,S_36592
D:\Sara\All_DFT_Data,15/B14C_1/S_137235/graphs.pt,0,14,1,15,B14C1,S_137235
D:\Sara\All_DFT_Data,120/B99C21_4/S_391936/graphs.pt,0,99,21,120,B99C21,S_391936
D:\Sara\All_DFT_Data,60/B51C9_1/S_167160/graphs.pt,0,51,9,60,B51C9,S_167160
D:\Sara\All_DFT_Data,120/B103C17_1/S_390954/graphs.pt,0,103,17,120,B103C17,S_390954
D:\Sara\All_DFT_Data,30/B23C7_4/S_293053/graphs.pt,0,23,7,30,B23C7,S_293053
D:\Sara\All_DFT_Data,120/B109C11_3/S_39859/graphs.pt,0,109,11,120,B109C11,S_39859
D:\Sara\All_DFT_Data,60/B55C5_3/S_249038/graphs.pt,0,55,5,60,B55C5,S_249038
D:\Sara\All_DFT_Data,60/B55C5_1/S_66837/graphs.pt,0,55,5,60,B55C5,S_66837
D:\Sara\All_DFT_Data,60/B45C15_4/S_363172/graphs.pt,0,45,15,60,B45C15,S_363172
D:\Sara\All_DFT_Data,120/B107C13_4/S_16412/graphs.pt,0,107,13,120,B107C13,S_16412
D:\Sara\All_DFT_Data,120/B107C13_2/S_162300/graphs.pt,0,107,13,120,B107C13,S_162300
D:\Sara\All_DFT_Data,60/B47C13_1/S_67190/graphs.pt,0,47,13,60,B47C13,S_67190
D:\Sara\All_DFT_Data,15/B12C3_5/S_52966/graphs.pt,0,12,3,15,B12C3,S_52966
D:\Sara\All_DFT_Data,60/B45C15_4/S_178510/graphs.pt,0,45,15,60,B45C15,S_178510
D:\Sara\All_DFT_Data,60/B47C13_1/S_62406/graphs.pt,0,47,13,60,B47C13,S_62406
D:\Sara\All_DFT_Data,60/B47C13_5/S_397854/graphs.pt,0,47,13,60,B47C13,S_397854
D:\Sara\All_DFT_Data,60/B47C13_2/S_51779/graphs.pt,0,47,13,60,B47C13,S_51779
D:\Sara\All_DFT_Data,120/B105C15_5/S_19492/graphs.pt,0,105,15,120,B105C15,S_19492
D:\Sara\All_DFT_Data,120/B107C13_5/S_185125/graphs.pt,0,107,13,120,B107C13,S_185125
D:\Sara\All_DFT_Data,60/B45C15_3/S_221517/graphs.pt,0,45,15,60,B45C15,S_221517
D:\Sara\All_DFT_Data,30/B27C3_1/S_56375/graphs.pt,0,27,3,30,B27C3,S_56375
D:\Sara\All_DFT_Data,30/B23C7_3/S_91883/graphs.pt,0,23,7,30,B23C7,S_91883
D:\Sara\All_DFT_Data,120/B105C15_5/S_212475/graphs.pt,0,105,15,120,B105C15,S_212475
D:\Sara\All_DFT_Data,60/B51C9_5/S_342379/graphs.pt,0,51,9,60,B51C9,S_342379
D:\Sara\All_DFT_Data,15/B11C4_5/S_37525/graphs.pt,0,11,4,15,B11C4,S_37525
D:\Sara\All_DFT_Data\Test_Data,Test17/graphs.pt,1,13,2,15,B13C2,Test17
D:\Sara\All_DFT_Data,120/B103C17_4/S_224971/graphs.pt,0,103,17,120,B103C17,S_224971
D:\Sara\All_DFT_Data,120/B111C9_5/S_277848/graphs.pt,0,111,9,120,B111C9,S_277848
D:\Sara\All_DFT_Data,30/B23C7_5/S_225525/graphs.pt,0,23,7,30,B23C7,S_225525
D:\Sara\All_DFT_Data,15/B11C4_3/S_273284/graphs.pt,0,11,4,15,B11C4,S_273284
D:\Sara\All_DFT_Data,60/B49C11_1/S_332113/graphs.pt,0,49,11,60,B49C11,S_332113
D:\Sara\All_DFT_Data,120/B103C17_5/S_89204/graphs.pt,0,103,17,120,B103C17,S_89204
D:\Sara\All_DFT_Data,15/B13C2_1/S_131967/graphs.pt,0,13,2,15,B13C2,S_131967
D:\Sara\All_DFT_Data\Test_Data,Test41/graphs.pt,1,12,3,15,B12C3,Test41
D:\Sara\All_DFT_Data,120/B105C15_5/S_117023/graphs.pt,0,105,15,120,B105C15,S_117023
D:\Sara\All_DFT_Data,120/B97C23_3/S_169011/graphs.pt,0,97,23,120,B97C23,S_169011
D:\Sara\All_DFT_Data,120/B113C7_1/S_224301/graphs.pt,0,113,7,120,B113C7,S_224301
D:\Sara\All_DFT_Data,120/B111C9_3/S_394631/graphs.pt,0,111,9,120,B111C9,S_394631
D:\Sara\All_DFT_Data,120/B103C17_5/S_220005/graphs.pt,0,103,17,120,B103C17,S_220005
D:\Sara\All_DFT_Data,120/B105C15_5/S_390342/graphs.pt,0,105,15,120,B105C15,S_390342
D:\Sara\All_DFT_Data,15/B11C4_3/S_281958/graphs.pt,0,11,4,15,B11C4,S_281958
D:\Sara\All_DFT_Data,30/B23C7_5/S_93163/graphs.pt,0,23,7,30,B23C7,S_93163
D:\Sara\All_DFT_Data\Test_Data,Test32/graphs.pt,1,12,3,15,B12C3,Test32
D:\Sara\All_DFT_Data\Test_Data,Test82/graphs.pt,1,55,5,60,B55C5,Test82
D:\Sara\All_DFT_Data,30/B25C5_2/S_170309/graphs.pt,0,25,5,30,B25C5,S_170309
D:\Sara\All_DFT_Data,60/B49C11_5/S_219818/graphs.pt,0,49,11,60,B49C11,S_219818
D:\Sara\All_DFT_Data,120/B111C9_4/S_158477/graphs.pt,0,111,9,120,B111C9,S_158477
D:\Sara\All_DFT_Data,120/B103C17_1/S_380024/graphs.pt,0,103,17,120,B103C17,S_380024
D:\Sara\All_DFT_Data,120/B101C19_4/S_361315/graphs.pt,0,101,19,120,B101C19,S_361315
D:\Sara\All_DFT_Data,60/B49C11_1/S_94972/graphs.pt,0,49,11,60,B49C11,S_94972
D:\Sara\All_DFT_Data,60/B45C15_3/S_105536/graphs.pt,0,45,15,60,B45C15,S_105536
D:\Sara\All_DFT_Data,30/B25C5_1/S_191263/graphs.pt,0,25,5,30,B25C5,S_191263
D:\Sara\All_DFT_Data,120/B97C23_5/S_360060/graphs.pt,0,97,23,120,B97C23,S_360060
D:\Sara\All_DFT_Data,120/B105C15_1/S_44196/graphs.pt,0,105,15,120,B105C15,S_44196
D:\Sara\All_DFT_Data,120/B99C21_4/S_176854/graphs.pt,0,99,21,120,B99C21,S_176854
D:\Sara\All_DFT_Data,120/B107C13_3/S_309758/graphs.pt,0,107,13,120,B107C13,S_309758
D:\Sara\All_DFT_Data,60/B49C11_3/S_111206/graphs.pt,0,49,11,60,B49C11,S_111206
D:\Sara\All_DFT_Data,30/B23C7_2/S_176062/graphs.pt,0,23,7,30,B23C7,S_176062
D:\Sara\All_DFT_Data,15/B13C2_4/S_281778/graphs.pt,0,13,2,15,B13C2,S_281778
D:\Sara\All_DFT_Data,120/B97C23_2/S_134737/graphs.pt,0,97,23,120,B97C23,S_134737
D:\Sara\All_DFT_Data,120/B105C15_2/S_363499/graphs.pt,0,105,15,120,B105C15,S_363499
D:\Sara\All_DFT_Data,60/B47C13_1/S_94768/graphs.pt,0,47,13,60,B47C13,S_94768
D:\Sara\All_DFT_Data,60/B55C5_5/S_204860/graphs.pt,0,55,5,60,B55C5,S_204860
D:\Sara\All_DFT_Data,30/B25C5_3/S_137523/graphs.pt,0,25,5,30,B25C5,S_137523
D:\Sara\All_DFT_Data,120/B107C13_1/S_229132/graphs.pt,0,107,13,120,B107C13,S_229132
D:\Sara\All_DFT_Data\Test_Data,Test53/graphs.pt,1,13,2,15,B13C2,Test53
D:\Sara\All_DFT_Data,120/B97C23_5/S_267579/graphs.pt,0,97,23,120,B97C23,S_267579
D:\Sara\All_DFT_Data,15/B14C_1/S_56204/graphs.pt,0,14,1,15,B14C1,S_56204
D:\Sara\All_DFT_Data,120/B103C17_3/S_149611/graphs.pt,0,103,17,120,B103C17,S_149611
D:\Sara\All_DFT_Data,120/B99C21_1/S_301252/graphs.pt,0,99,21,120,B99C21,S_301252
D:\Sara\All_DFT_Data,120/B107C13_2/S_244688/graphs.pt,0,107,13,120,B107C13,S_244688
D:\Sara\All_DFT_Data,30/B27C3_2/S_94577/graphs.pt,0,27,3,30,B27C3,S_94577
D:\Sara\All_DFT_Data,60/B55C5_5/S_245935/graphs.pt,0,55,5,60,B55C5,S_245935
D:\Sara\All_DFT_Data,120/B109C11_3/S_146951/graphs.pt,0,109,11,120,B109C11,S_146951
D:\Sara\All_DFT_Data,60/B51C9_2/S_15002/graphs.pt,0,51,9,60,B51C9,S_15002
D:\Sara\All_DFT_Data,120/B105C15_2/S_110287/graphs.pt,0,105,15,120,B105C15,S_110287
D:\Sara\All_DFT_Data,30/B23C7_1/S_299179/graphs.pt,0,23,7,30,B23C7,S_299179
D:\Sara\All_DFT_Data,60/B47C13_3/S_45980/graphs.pt,0,47,13,60,B47C13,S_45980
D:\Sara\All_DFT_Data,30/B27C3_2/S_75820/graphs.pt,0,27,3,30,B27C3,S_75820
D:\Sara\All_DFT_Data,120/B109C11_5/S_167829/graphs.pt,0,109,11,120,B109C11,S_167829
D:\Sara\All_DFT_Data,120/B103C17_4/S_300733/graphs.pt,0,103,17,120,B103C17,S_300733
D:\Sara\All_DFT_Data,60/B49C11_2/S_258070/graphs.pt,0,49,11,60,B49C11,S_258070
D:\Sara\All_DFT_Data,30/B25C5_1/S_276830/graphs.pt,0,25,5,30,B25C5,S_276830
D:\Sara\All_DFT_Data,120/B113C7_1/S_225669/graphs.pt,0,113,7,120,B113C7,S_225669
D:\Sara\All_DFT_Data,30/B23C7_5/S_196649/graphs.pt,0,23,7,30,B23C7,S_196649
D:\Sara\All_DFT_Data,120/B107C13_2/S_142031/graphs.pt,0,107,13,120,B107C13,S_142031
D:\Sara\All_DFT_Data,120/B109C11_5/S_9365/graphs.pt,0,109,11,120,B109C11,S_9365
D:\Sara\All_DFT_Data,120/B113C7_3/S_244735/graphs.pt,0,113,7,120,B113C7,S_244735
D:\Sara\All_DFT_Data,15/B14C_3/S_278080/graphs.pt,0,14,1,15,B14C1,S_278080
D:\Sara\All_DFT_Data,15/B12C3_2/S_349267/graphs.pt,0,12,3,15,B12C3,S_349267
D:\Sara\All_DFT_Data,120/B103C17_3/S_264132/graphs.pt,0,103,17,120,B103C17,S_264132
D:\Sara\All_DFT_Data,15/B14C_1/S_19088/graphs.pt,0,14,1,15,B14C1,S_19088
D:\Sara\All_DFT_Data,15/B11C4_1/S_54219/graphs.pt,0,11,4,15,B11C4,S_54219
D:\Sara\All_DFT_Data,120/B107C13_3/S_7918/graphs.pt,0,107,13,120,B107C13,S_7918
D:\Sara\All_DFT_Data,120/B113C7_4/S_90999/graphs.pt,0,113,7,120,B113C7,S_90999
D:\Sara\All_DFT_Data,30/B27C3_5/S_156215/graphs.pt,0,27,3,30,B27C3,S_156215
D:\Sara\All_DFT_Data,30/B23C7_2/S_1305/graphs.pt,0,23,7,30,B23C7,S_1305
D:\Sara\All_DFT_Data,30/B23C7_4/S_58663/graphs.pt,0,23,7,30,B23C7,S_58663
D:\Sara\All_DFT_Data,120/B97C23_3/S_292277/graphs.pt,0,97,23,120,B97C23,S_292277
D:\Sara\All_DFT_Data,30/B25C5_1/S_208351/graphs.pt,0,25,5,30,B25C5,S_208351
D:\Sara\All_DFT_Data,120/B105C15_5/S_125363/graphs.pt,0,105,15,120,B105C15,S_125363
D:\Sara\All_DFT_Data,30/B25C5_4/S_9069/graphs.pt,0,25,5,30,B25C5,S_9069
D:\Sara\All_DFT_Data,15/B14C_3/S_332728/graphs.pt,0,14,1,15,B14C1,S_332728
D:\Sara\All_DFT_Data,60/B51C9_5/S_251077/graphs.pt,0,51,9,60,B51C9,S_251077
D:\Sara\All_DFT_Data,60/B49C11_1/S_88054/graphs.pt,0,49,11,60,B49C11,S_88054
D:\Sara\All_DFT_Data,120/B113C7_1/S_264594/graphs.pt,0,113,7,120,B113C7,S_264594
D:\Sara\All_DFT_Data,120/B103C17_4/S_185426/graphs.pt,0,103,17,120,B103C17,S_185426
D:\Sara\All_DFT_Data,60/B45C15_5/S_110330/graphs.pt,0,45,15,60,B45C15,S_110330
D:\Sara\All_DFT_Data,15/B12C3_3/S_242494/graphs.pt,0,12,3,15,B12C3,S_242494
D:\Sara\All_DFT_Data,60/B51C9_3/S_92220/graphs.pt,0,51,9,60,B51C9,S_92220
D:\Sara\All_DFT_Data,120/B109C11_2/S_140776/graphs.pt,0,109,11,120,B109C11,S_140776
D:\Sara\All_DFT_Data,60/B47C13_3/S_235206/graphs.pt,0,47,13,60,B47C13,S_235206
D:\Sara\All_DFT_Data,120/B109C11_2/S_192718/graphs.pt,0,109,11,120,B109C11,S_192718
D:\Sara\All_DFT_Data,60/B49C11_5/S_123635/graphs.pt,0,49,11,60,B49C11,S_123635
D:\Sara\All_DFT_Data,120/B113C7_5/S_395957/graphs.pt,0,113,7,120,B113C7,S_395957
D:\Sara\All_DFT_Data,120/B109C11_2/S_190382/graphs.pt,0,109,11,120,B109C11,S_190382
D:\Sara\All_DFT_Data,60/B53C7_3/S_58563/graphs.pt,0,53,7,60,B53C7,S_58563
D:\Sara\All_DFT_Data,15/B13C2_1/S_98189/graphs.pt,0,13,2,15,B13C2,S_98189
D:\Sara\All_DFT_Data,30/B25C5_2/S_157625/graphs.pt,0,25,5,30,B25C5,S_157625
D:\Sara\All_DFT_Data,60/B53C7_5/S_287944/graphs.pt,0,53,7,60,B53C7,S_287944
D:\Sara\All_DFT_Data,120/B97C23_5/S_208669/graphs.pt,0,97,23,120,B97C23,S_208669
D:\Sara\All_DFT_Data,60/B51C9_2/S_76800/graphs.pt,0,51,9,60,B51C9,S_76800
D:\Sara\All_DFT_Data,120/B111C9_2/S_380956/graphs.pt,0,111,9,120,B111C9,S_380956
D:\Sara\All_DFT_Data,60/B53C7_3/S_203300/graphs.pt,0,53,7,60,B53C7,S_203300
D:\Sara\All_DFT_Data,30/B27C3_3/S_83044/graphs.pt,0,27,3,30,B27C3,S_83044
D:\Sara\All_DFT_Data,60/B49C11_4/S_367643/graphs.pt,0,49,11,60,B49C11,S_367643
D:\Sara\All_DFT_Data,120/B101C19_1/S_252989/graphs.pt,0,101,19,120,B101C19,S_252989
D:\Sara\All_DFT_Data,60/B53C7_5/S_236631/graphs.pt,0,53,7,60,B53C7,S_236631
D:\Sara\All_DFT_Data,30/B27C3_2/S_381816/graphs.pt,0,27,3,30,B27C3,S_381816
D:\Sara\All_DFT_Data,120/B103C17_5/S_48549/graphs.pt,0,103,17,120,B103C17,S_48549
D:\Sara\All_DFT_Data,60/B47C13_1/S_377011/graphs.pt,0,47,13,60,B47C13,S_377011
D:\Sara\All_DFT_Data,120/B103C17_1/S_294307/graphs.pt,0,103,17,120,B103C17,S_294307
D:\Sara\All_DFT_Data,15/B12C3_4/S_173092/graphs.pt,0,12,3,15,B12C3,S_173092
D:\Sara\All_DFT_Data,60/B47C13_4/S_36468/graphs.pt,0,47,13,60,B47C13,S_36468
D:\Sara\All_DFT_Data,60/B49C11_4/S_98710/graphs.pt,0,49,11,60,B49C11,S_98710
D:\Sara\All_DFT_Data,120/B113C7_3/S_216205/graphs.pt,0,113,7,120,B113C7,S_216205
D:\Sara\All_DFT_Data,15/B12C3_4/S_32101/graphs.pt,0,12,3,15,B12C3,S_32101
D:\Sara\All_DFT_Data,15/B11C4_1/S_269328/graphs.pt,0,11,4,15,B11C4,S_269328
D:\Sara\All_DFT_Data,60/B51C9_1/S_5153/graphs.pt,0,51,9,60,B51C9,S_5153
D:\Sara\All_DFT_Data,60/B45C15_1/S_198818/graphs.pt,0,45,15,60,B45C15,S_198818
D:\Sara\All_DFT_Data,120/B109C11_3/S_294390/graphs.pt,0,109,11,120,B109C11,S_294390
D:\Sara\All_DFT_Data,15/B12C3_3/S_31940/graphs.pt,0,12,3,15,B12C3,S_31940
D:\Sara\All_DFT_Data,60/B55C5_5/S_294959/graphs.pt,0,55,5,60,B55C5,S_294959
D:\Sara\All_DFT_Data,120/B105C15_1/S_365034/graphs.pt,0,105,15,120,B105C15,S_365034
D:\Sara\All_DFT_Data,120/B107C13_3/S_98006/graphs.pt,0,107,13,120,B107C13,S_98006
D:\Sara\All_DFT_Data,120/B103C17_2/S_180218/graphs.pt,0,103,17,120,B103C17,S_180218
D:\Sara\All_DFT_Data,15/B12C3_1/S_187139/graphs.pt,0,12,3,15,B12C3,S_187139
D:\Sara\All_DFT_Data,30/B25C5_4/S_60842/graphs.pt,0,25,5,30,B25C5,S_60842
D:\Sara\All_DFT_Data,60/B51C9_5/S_112283/graphs.pt,0,51,9,60,B51C9,S_112283
D:\Sara\All_DFT_Data,30/B27C3_1/S_150942/graphs.pt,0,27,3,30,B27C3,S_150942
D:\Sara\All_DFT_Data,120/B103C17_1/S_13300/graphs.pt,0,103,17,120,B103C17,S_13300
D:\Sara\All_DFT_Data,120/B111C9_3/S_132232/graphs.pt,0,111,9,120,B111C9,S_132232
D:\Sara\All_DFT_Data,30/B27C3_3/S_195954/graphs.pt,0,27,3,30,B27C3,S_195954
D:\Sara\All_DFT_Data,15/B13C2_2/S_349193/graphs.pt,0,13,2,15,B13C2,S_349193
D:\Sara\All_DFT_Data,30/B25C5_1/S_380658/graphs.pt,0,25,5,30,B25C5,S_380658
D:\Sara\All_DFT_Data,120/B109C11_4/S_288067/graphs.pt,0,109,11,120,B109C11,S_288067
D:\Sara\All_DFT_Data,120/B109C11_4/S_12080/graphs.pt,0,109,11,120,B109C11,S_12080
D:\Sara\All_DFT_Data\Test_Data,Test1/graphs.pt,1,12,3,15,B12C3,Test1
D:\Sara\All_DFT_Data,120/B111C9_4/S_385812/graphs.pt,0,111,9,120,B111C9,S_385812
D:\Sara\All_DFT_Data,60/B53C7_4/S_382535/graphs.pt,0,53,7,60,B53C7,S_382535
D:\Sara\All_DFT_Data,15/B12C3_2/S_199409/graphs.pt,0,12,3,15,B12C3,S_199409
D:\Sara\All_DFT_Data,60/B45C15_2/S_296497/graphs.pt,0,45,15,60,B45C15,S_296497
D:\Sara\All_DFT_Data,15/B13C2_5/S_13727/graphs.pt,0,13,2,15,B13C2,S_13727
D:\Sara\All_DFT_Data,30/B25C5_4/S_322410/graphs.pt,0,25,5,30,B25C5,S_322410
D:\Sara\All_DFT_Data,30/B27C3_4/S_258029/graphs.pt,0,27,3,30,B27C3,S_258029
D:\Sara\All_DFT_Data,120/B109C11_1/S_288381/graphs.pt,0,109,11,120,B109C11,S_288381
D:\Sara\All_DFT_Data,120/B97C23_5/S_7725/graphs.pt,0,97,23,120,B97C23,S_7725
D:\Sara\All_DFT_Data,120/B99C21_5/S_288147/graphs.pt,0,99,21,120,B99C21,S_288147
D:\Sara\All_DFT_Data,15/B13C2_4/S_48123/graphs.pt,0,13,2,15,B13C2,S_48123
